Index,X,Y,Z
5509,1079046.44,-4853355.77,3981836.21
5510,1079046.46,-4853355.73,3981836.26
5511,1079046.48,-4853355.70,3981836.29
5512,1079046.48,-4853355.76,3981836.38
5513,1079046.42,-4853355.83,3981836.47
5514,1079046.37,-4853355.80,3981836.52
5515,1079046.35,-4853355.79,3981836.52
5516,1079046.35,-4853355.86,3981836.60
5517,1079046.35,-4853355.96,3981836.64
5518,1079046.29,-4853355.95,3981836.66
5519,1079046.23,-4853355.95,3981836.68
5520,1079046.17,-4853356.02,3981836.77
5521,1079046.13,-4853356.01,3981836.80
5522,1079046.09,-4853356.09,3981836.87
5523,1079046.07,-4853356.10,3981836.87
5524,1079046.05,-4853356.16,3981836.95
5525,1079046.03,-4853356.21,3981837.06
5526,1079045.98,-4853356.19,3981837.10
5527,1079045.97,-4853356.14,3981837.16
5528,1079045.98,-4853356.21,3981837.24
5529,1079045.91,-4853356.21,3981837.26
5530,1079045.86,-4853356.16,3981837.18
5531,1079045.81,-4853356.16,3981837.18
5532,1079045.74,-4853356.10,3981837.12
5533,1079045.71,-4853356.09,3981837.14
5534,1079045.70,-4853356.06,3981837.17
5535,1079045.70,-4853356.03,3981837.22
5536,1079045.72,-4853356.00,3981837.24
5537,1079045.66,-4853355.93,3981837.18
5538,1079045.67,-4853355.91,3981837.21
5539,1079045.66,-4853355.77,3981837.22
5540,1079045.66,-4853355.72,3981837.27
5541,1079045.63,-4853355.64,3981837.23
5542,1079045.57,-4853355.53,3981837.21
5543,1079045.62,-4853355.54,3981837.20
5544,1079045.65,-4853355.56,3981837.15
5545,1079045.73,-4853355.57,3981837.13
5546,1079045.78,-4853355.54,3981836.98
5547,1079045.88,-4853355.58,3981836.91
5548,1079045.95,-4853355.52,3981836.80
5549,1079046.03,-4853355.55,3981836.75
5550,1079046.09,-4853355.65,3981836.77
5551,1079046.14,-4853355.77,3981836.77
5552,1079046.20,-4853355.80,3981836.72
5553,1079046.26,-4853355.90,3981836.74
5554,1079046.26,-4853355.82,3981836.67
5555,1079046.30,-4853355.70,3981836.66
5556,1079046.34,-4853355.59,3981836.61
5557,1079046.38,-4853355.60,3981836.59
5558,1079046.41,-4853355.60,3981836.58
5559,1079046.44,-4853355.55,3981836.48
5560,1079046.47,-4853355.59,3981836.43
5561,1079046.50,-4853355.65,3981836.34
5562,1079046.54,-4853355.69,3981836.29
5563,1079046.57,-4853355.65,3981836.16
5564,1079046.60,-4853355.62,3981836.03
5565,1079046.63,-4853355.67,3981835.96
5566,1079046.66,-4853355.70,3981835.91
5567,1079046.65,-4853355.77,3981835.84
5568,1079046.66,-4853355.80,3981835.80
5569,1079046.67,-4853355.83,3981835.76
5570,1079046.66,-4853355.81,3981835.63
5571,1079046.66,-4853355.83,3981835.61
5572,1079046.68,-4853355.94,3981835.63
5573,1079046.68,-4853355.98,3981835.57
5574,1079046.68,-4853356.05,3981835.50
5575,1079046.70,-4853356.11,3981835.41
5576,1079046.70,-4853356.23,3981835.41
5577,1079046.70,-4853356.20,3981835.31
5578,1079046.70,-4853356.31,3981835.33
5579,1079046.72,-4853356.25,3981835.24
5580,1079046.71,-4853356.27,3981835.21
5581,1079046.65,-4853356.30,3981835.20
5582,1079046.62,-4853356.30,3981835.20
5583,1079046.60,-4853356.32,3981835.18
5584,1079046.66,-4853356.34,3981835.15
5585,1079046.63,-4853356.23,3981835.12
5586,1079046.65,-4853356.12,3981835.10
5587,1079046.66,-4853356.06,3981835.16
5588,1079046.70,-4853356.05,3981835.17
5589,1079046.72,-4853356.11,3981835.25
5590,1079046.72,-4853356.11,3981835.25
5591,1079046.68,-4853356.19,3981835.33
5592,1079046.63,-4853356.34,3981835.46
5593,1079046.55,-4853356.41,3981835.55
5594,1079046.48,-4853356.52,3981835.62
5595,1079046.42,-4853356.52,3981835.63
5596,1079046.38,-4853356.60,3981835.70
5597,1079046.27,-4853356.67,3981835.80
5598,1079046.16,-4853356.67,3981835.83
5599,1079046.09,-4853356.67,3981835.84
5600,1079046.05,-4853356.75,3981835.92
5601,1079046.00,-4853356.73,3981835.97
5602,1079045.93,-4853356.60,3981835.98
5603,1079045.88,-4853356.55,3981836.06
5604,1079045.91,-4853356.41,3981836.05
5605,1079045.95,-4853356.27,3981836.05
5606,1079045.97,-4853356.19,3981836.15
5607,1079046.04,-4853356.05,3981836.13
5608,1079046.03,-4853356.09,3981836.25
5609,1079046.03,-4853356.08,3981836.27
5610,1079046.08,-4853356.23,3981836.39
5611,1079046.12,-4853356.32,3981836.43
5612,1079046.11,-4853356.44,3981836.45
5613,1079046.07,-4853356.45,3981836.45
5614,1079046.11,-4853356.56,3981836.45
5615,1079046.13,-4853356.63,3981836.53
5616,1079046.14,-4853356.70,3981836.59
5617,1079046.20,-4853356.66,3981836.63
5618,1079046.22,-4853356.66,3981836.63
5619,1079046.29,-4853356.63,3981836.65
5620,1079046.29,-4853356.62,3981836.66
5621,1079046.25,-4853356.60,3981836.70
5622,1079046.23,-4853356.59,3981836.70
5623,1079046.19,-4853356.59,3981836.72
5624,1079046.12,-4853356.59,3981836.73
5625,1079046.09,-4853356.52,3981836.67
5626,1079046.08,-4853356.43,3981836.63
5627,1079046.09,-4853356.28,3981836.48
5628,1079046.13,-4853356.11,3981836.36
5629,1079046.20,-4853355.95,3981836.22
5630,1079046.27,-4853355.84,3981836.17
5631,1079046.31,-4853355.74,3981836.13
5632,1079046.32,-4853355.71,3981836.15
5633,1079046.29,-4853355.64,3981836.09
5634,1079046.30,-4853355.66,3981836.07
5635,1079046.27,-4853355.64,3981836.09
5636,1079046.22,-4853355.57,3981836.04
5637,1079046.20,-4853355.55,3981836.05
5638,1079046.25,-4853355.60,3981836.15
5639,1079046.30,-4853355.59,3981836.15
5640,1079046.32,-4853355.56,3981836.17
5641,1079046.36,-4853355.55,3981836.19
5642,1079046.40,-4853355.52,3981836.20
5643,1079046.41,-4853355.36,3981836.08
5644,1079046.43,-4853355.25,3981836.05
5645,1079046.42,-4853355.16,3981835.99
5646,1079046.39,-4853355.01,3981835.87
5647,1079046.37,-4853354.94,3981835.80
5648,1079046.35,-4853354.78,3981835.68
5649,1079046.32,-4853354.72,3981835.60
5650,1079046.38,-4853354.74,3981835.56
5651,1079046.38,-4853354.77,3981835.52
5652,1079046.43,-4853354.79,3981835.49
5653,1079046.49,-4853354.80,3981835.46
5654,1079046.55,-4853354.81,3981835.43
5655,1079046.63,-4853354.92,3981835.44
5656,1079046.70,-4853355.00,3981835.48
5657,1079046.71,-4853354.95,3981835.38
5658,1079046.73,-4853355.06,3981835.40
5659,1079046.76,-4853355.16,3981835.43
5660,1079046.77,-4853355.18,3981835.41
5661,1079046.76,-4853355.20,3981835.39
5662,1079046.73,-4853355.17,3981835.42
5663,1079046.73,-4853355.16,3981835.43
5664,1079046.72,-4853355.16,3981835.43
5665,1079046.69,-4853355.09,3981835.38
5666,1079046.69,-4853355.10,3981835.36
5667,1079046.70,-4853355.12,3981835.34
5668,1079046.68,-4853355.12,3981835.34
5669,1079046.73,-4853355.13,3981835.33
5670,1079046.76,-4853355.14,3981835.30
5671,1079046.80,-4853355.24,3981835.32
5672,1079046.77,-4853355.27,3981835.29
5673,1079046.70,-4853355.31,3981835.26
5674,1079046.63,-4853355.33,3981835.26
5675,1079046.63,-4853355.43,3981835.30
5676,1079046.64,-4853355.53,3981835.33
5677,1079046.67,-4853355.56,3981835.28
5678,1079046.70,-4853355.63,3981835.34
5679,1079046.74,-4853355.66,3981835.30
5680,1079046.69,-4853355.70,3981835.27
5681,1079046.65,-4853355.66,3981835.17
5682,1079046.65,-4853355.73,3981835.25
5683,1079046.64,-4853355.74,3981835.23
5684,1079046.64,-4853355.74,3981835.23
5685,1079046.67,-4853355.82,3981835.30
5686,1079046.71,-4853355.80,3981835.30
5687,1079046.79,-4853355.83,3981835.25
5688,1079046.85,-4853355.76,3981835.16
5689,1079046.89,-4853355.73,3981835.17
5690,1079046.90,-4853355.70,3981835.22
5691,1079046.84,-4853355.68,3981835.26
5692,1079046.80,-4853355.72,3981835.38
5693,1079046.69,-4853355.70,3981835.42
5694,1079046.58,-4853355.73,3981835.42
5695,1079046.44,-4853355.70,3981835.50
5696,1079046.36,-4853355.74,3981835.63
5697,1079046.26,-4853355.70,3981835.70
5698,1079046.20,-4853355.66,3981835.77
5699,1079046.17,-4853355.70,3981835.90
5700,1079046.12,-4853355.67,3981835.94
5701,1079046.12,-4853355.72,3981836.05
5702,1079046.09,-4853355.69,3981836.09
5703,1079046.05,-4853355.75,3981836.18
5704,1079046.02,-4853355.79,3981836.30
5705,1079045.96,-4853355.88,3981836.36
5706,1079045.88,-4853355.82,3981836.30
5707,1079045.78,-4853355.94,3981836.35
5708,1079045.68,-4853355.97,3981836.34
5709,1079045.58,-4853355.95,3981836.38
5710,1079045.54,-4853356.05,3981836.44
5711,1079045.50,-4853356.06,3981836.42
5712,1079045.50,-4853356.15,3981836.49
5713,1079045.47,-4853356.15,3981836.49
5714,1079045.47,-4853356.14,3981836.50
5715,1079045.47,-4853356.14,3981836.50
5716,1079045.46,-4853356.23,3981836.55
5717,1079045.42,-4853356.27,3981836.52
5718,1079045.45,-4853356.28,3981836.49
5719,1079045.47,-4853356.29,3981836.48
5720,1079045.53,-4853356.21,3981836.40
5721,1079045.51,-4853356.25,3981836.36
5722,1079045.53,-4853356.30,3981836.29
5723,1079045.62,-4853356.34,3981836.23
5724,1079045.71,-4853356.36,3981836.17
5725,1079045.81,-4853356.36,3981836.14
5726,1079045.88,-4853356.36,3981836.13
5727,1079045.94,-4853356.37,3981836.10
5728,1079045.94,-4853356.37,3981836.10
5729,1079045.94,-4853356.37,3981836.10
5730,1079045.95,-4853356.37,3981836.10
5731,1079045.95,-4853356.37,3981836.10
5732,1079045.91,-4853356.30,3981836.02
5733,1079045.95,-4853356.26,3981836.06
5734,1079046.00,-4853356.25,3981836.06
5735,1079046.09,-4853356.22,3981836.08
5736,1079046.17,-4853356.23,3981836.04
5737,1079046.21,-4853356.23,3981836.04
5738,1079046.26,-4853356.22,3981836.04
5739,1079046.30,-4853356.21,3981836.04
5740,1079046.30,-4853356.20,3981836.05
5741,1079046.24,-4853356.28,3981836.13
5742,1079046.23,-4853356.44,3981836.26
5743,1079046.22,-4853356.52,3981836.32
5744,1079046.20,-4853356.52,3981836.32
5745,1079046.22,-4853356.59,3981836.39
5746,1079046.23,-4853356.56,3981836.42
5747,1079046.20,-4853356.57,3981836.42
5748,1079046.18,-4853356.54,3981836.47
5749,1079046.19,-4853356.58,3981836.57
5750,1079046.20,-4853356.66,3981836.63
5751,1079046.17,-4853356.70,3981836.59
5752,1079046.18,-4853356.80,3981836.63
5753,1079046.18,-4853356.80,3981836.63
5754,1079046.16,-4853356.80,3981836.63
5755,1079046.13,-4853356.83,3981836.61
5756,1079046.10,-4853356.84,3981836.59
5757,1079046.07,-4853356.86,3981836.59
5758,1079046.07,-4853356.85,3981836.59
5759,1079046.10,-4853356.84,3981836.59
5760,1079046.16,-4853356.83,3981836.59
5761,1079046.21,-4853356.83,3981836.59
5762,1079046.24,-4853356.81,3981836.59
5763,1079046.28,-4853356.79,3981836.61
5764,1079046.23,-4853356.71,3981836.56
5765,1079046.20,-4853356.77,3981836.66
5766,1079046.18,-4853356.79,3981836.64
5767,1079046.18,-4853356.79,3981836.64
5768,1079046.14,-4853356.75,3981836.70
5769,1079046.09,-4853356.72,3981836.76
5770,1079046.16,-4853356.77,3981836.84
5771,1079046.15,-4853356.74,3981836.86
5772,1079046.13,-4853356.66,3981836.81
5773,1079046.09,-4853356.55,3981836.80
5774,1079046.11,-4853356.50,3981836.85
5775,1079046.16,-4853356.42,3981836.77
5776,1079046.16,-4853356.38,3981836.82
5777,1079046.14,-4853356.31,3981836.76
5778,1079046.18,-4853356.39,3981836.80
5779,1079046.23,-4853356.34,3981836.70
5780,1079046.32,-4853356.43,3981836.72
5781,1079046.31,-4853356.47,3981836.67
5782,1079046.36,-4853356.41,3981836.58
5783,1079046.42,-4853356.42,3981836.54
5784,1079046.42,-4853356.38,3981836.43
5785,1079046.50,-4853356.50,3981836.42
5786,1079046.56,-4853356.52,3981836.38
5787,1079046.65,-4853356.65,3981836.37
5788,1079046.70,-4853356.68,3981836.31
5789,1079046.76,-4853356.55,3981836.14
5790,1079046.80,-4853356.40,3981835.99
5791,1079046.84,-4853356.35,3981835.88
5792,1079046.86,-4853356.32,3981835.75
5793,1079046.86,-4853356.19,3981835.59
5794,1079046.92,-4853356.13,3981835.49
5795,1079046.98,-4853356.14,3981835.46
5796,1079047.05,-4853356.16,3981835.41
5797,1079047.12,-4853356.16,3981835.39
5798,1079047.13,-4853356.16,3981835.39
5799,1079047.20,-4853356.23,3981835.45
5800,1079047.19,-4853356.27,3981835.41
5801,1079047.19,-4853356.36,3981835.45
5802,1079047.14,-4853356.38,3981835.44
5803,1079047.07,-4853356.41,3981835.43
5804,1079047.02,-4853356.33,3981835.38
5805,1079047.00,-4853356.24,3981835.33
5806,1079046.98,-4853356.14,3981835.30
5807,1079047.00,-4853356.15,3981835.28
5808,1079046.98,-4853356.08,3981835.22
5809,1079046.98,-4853356.09,3981835.19
5810,1079046.97,-4853356.10,3981835.19
5811,1079046.94,-4853356.09,3981835.22
5812,1079046.86,-4853356.08,3981835.25
5813,1079046.77,-4853356.07,3981835.27
5814,1079046.73,-4853356.07,3981835.29
5815,1079046.70,-4853356.04,3981835.34
5816,1079046.67,-4853356.04,3981835.35
5817,1079046.63,-4853356.01,3981835.39
5818,1079046.59,-4853356.01,3981835.41
5819,1079046.59,-4853355.99,3981835.42
5820,1079046.55,-4853355.97,3981835.46
5821,1079046.50,-4853355.98,3981835.46
5822,1079046.47,-4853355.98,3981835.48
5823,1079046.48,-4853355.97,3981835.48
5824,1079046.48,-4853355.97,3981835.48
5825,1079046.48,-4853355.94,3981835.52
5826,1079046.46,-4853355.87,3981835.61
5827,1079046.45,-4853355.84,3981835.65
5828,1079046.41,-4853355.82,3981835.68
5829,1079046.34,-4853355.81,3981835.71
5830,1079046.30,-4853355.81,3981835.73
5831,1079046.22,-4853355.85,3981835.70
5832,1079046.20,-4853355.96,3981835.73
5833,1079046.17,-4853355.98,3981835.71
5834,1079046.16,-4853356.02,3981835.67
5835,1079046.16,-4853356.03,3981835.66
5836,1079046.09,-4853356.03,3981835.67
5837,1079046.08,-4853356.01,3981835.70
5838,1079046.05,-4853356.05,3981835.80
5839,1079045.99,-4853356.02,3981835.86
5840,1079046.02,-4853356.00,3981835.89
5841,1079046.01,-4853355.96,3981835.94
5842,1079046.03,-4853355.92,3981835.98
5843,1079046.09,-4853355.84,3981835.90
5844,1079046.15,-4853355.88,3981835.84
5845,1079046.20,-4853355.83,3981835.73
5846,1079046.25,-4853355.86,3981835.68
5847,1079046.24,-4853355.81,3981835.57
5848,1079046.22,-4853355.85,3981835.53
5849,1079046.15,-4853355.79,3981835.47
5850,1079046.12,-4853355.79,3981835.48
5851,1079046.05,-4853355.79,3981835.50
5852,1079046.03,-4853355.80,3981835.48
5853,1079046.00,-4853355.79,3981835.51
5854,1079045.99,-4853355.81,3981835.48
5855,1079045.95,-4853355.86,3981835.44
5856,1079045.98,-4853355.90,3981835.38
5857,1079046.00,-4853356.01,3981835.40
5858,1079046.05,-4853356.07,3981835.31
5859,1079046.10,-4853356.11,3981835.26
5860,1079046.10,-4853356.19,3981835.32
5861,1079046.15,-4853356.26,3981835.38
5862,1079046.12,-4853356.25,3981835.40
5863,1079046.15,-4853356.32,3981835.46
5864,1079046.11,-4853356.28,3981835.52
5865,1079046.07,-4853356.23,3981835.59
5866,1079046.05,-4853356.18,3981835.66
5867,1079046.07,-4853356.17,3981835.66
5868,1079046.11,-4853356.16,3981835.67
5869,1079046.20,-4853356.23,3981835.73
5870,1079046.28,-4853356.32,3981835.74
5871,1079046.31,-4853356.40,3981835.80
5872,1079046.38,-4853356.58,3981835.89
5873,1079046.38,-4853356.73,3981836.03
5874,1079046.38,-4853356.81,3981836.08
5875,1079046.34,-4853356.89,3981836.16
5876,1079046.34,-4853356.96,3981836.23
5877,1079046.32,-4853357.03,3981836.30
5878,1079046.34,-4853357.09,3981836.38
5879,1079046.41,-4853357.13,3981836.33
5880,1079046.44,-4853357.18,3981836.26
5881,1079046.45,-4853357.30,3981836.27
5882,1079046.47,-4853357.32,3981836.23
5883,1079046.48,-4853357.45,3981836.23
5884,1079046.47,-4853357.52,3981836.15
5885,1079046.52,-4853357.54,3981836.13
5886,1079046.52,-4853357.50,3981836.16
5887,1079046.50,-4853357.53,3981836.14
5888,1079046.52,-4853357.63,3981836.17
5889,1079046.54,-4853357.68,3981836.10
5890,1079046.54,-4853357.68,3981836.10
5891,1079046.53,-4853357.60,3981836.04
5892,1079046.52,-4853357.50,3981836.00
5893,1079046.49,-4853357.48,3981836.05
5894,1079046.50,-4853357.37,3981836.01
5895,1079046.41,-4853357.31,3981835.95
5896,1079046.38,-4853357.31,3981835.95
5897,1079046.32,-4853357.30,3981835.98
5898,1079046.29,-4853357.24,3981836.06
5899,1079046.23,-4853357.23,3981836.09
5900,1079046.18,-4853357.20,3981836.15
5901,1079046.10,-4853357.20,3981836.16
5902,1079046.05,-4853357.16,3981836.05
5903,1079045.98,-4853357.13,3981835.97
5904,1079045.95,-4853357.16,3981835.94
5905,1079045.93,-4853357.15,3981835.95
5906,1079045.91,-4853357.09,3981835.88
5907,1079045.95,-4853357.08,3981835.88
5908,1079045.95,-4853357.15,3981835.95
5909,1079045.95,-4853357.12,3981835.98
5910,1079045.95,-4853357.08,3981836.04
5911,1079045.95,-4853357.09,3981836.17
5912,1079045.92,-4853356.98,3981836.16
5913,1079045.88,-4853356.95,3981836.21
5914,1079045.90,-4853356.86,3981836.31
5915,1079045.95,-4853356.84,3981836.33
5916,1079045.95,-4853356.84,3981836.31
5917,1079046.00,-4853356.85,3981836.30
5918,1079045.98,-4853356.85,3981836.30
5919,1079046.04,-4853356.76,3981836.23
5920,1079046.02,-4853356.71,3981836.14
5921,1079046.04,-4853356.72,3981836.13
5922,1079046.09,-4853356.70,3981836.13
5923,1079046.12,-4853356.61,3981836.08
5924,1079046.16,-4853356.51,3981836.03
5925,1079046.15,-4853356.38,3981836.03
5926,1079046.19,-4853356.30,3981835.95
5927,1079046.20,-4853356.34,3981835.91
5928,1079046.23,-4853356.26,3981835.83
5929,1079046.30,-4853356.34,3981835.88
5930,1079046.43,-4853356.34,3981835.85
5931,1079046.58,-4853356.26,3981835.74
5932,1079046.73,-4853356.45,3981835.78
5933,1079046.86,-4853356.45,3981835.76
5934,1079046.95,-4853356.45,3981835.74
5935,1079047.05,-4853356.41,3981835.74
5936,1079047.16,-4853356.34,3981835.65
5937,1079047.23,-4853356.27,3981835.55
5938,1079047.26,-4853356.26,3981835.55
5939,1079047.26,-4853356.20,3981835.48
5940,1079047.38,-4853356.18,3981835.46
5941,1079047.44,-4853356.21,3981835.41
5942,1079047.58,-4853356.16,3981835.27
5943,1079047.66,-4853356.13,3981835.13
5944,1079047.70,-4853356.07,3981835.03
5945,1079047.70,-4853356.13,3981835.13
5946,1079047.73,-4853356.04,3981835.06
5947,1079047.76,-4853356.11,3981835.13
5948,1079047.66,-4853356.09,3981835.16
5949,1079047.63,-4853356.15,3981835.27
5950,1079047.55,-4853356.11,3981835.34
5951,1079047.48,-4853356.09,3981835.39
5952,1079047.45,-4853355.99,3981835.35
5953,1079047.41,-4853355.95,3981835.41
5954,1079047.32,-4853355.87,3981835.38
5955,1079047.26,-4853355.79,3981835.33
5956,1079047.20,-4853355.78,3981835.36
5957,1079047.14,-4853355.66,3981835.35
5958,1079047.12,-4853355.70,3981835.48
5959,1079047.08,-4853355.70,3981835.48
5960,1079047.04,-4853355.80,3981835.54
5961,1079046.96,-4853355.73,3981835.48
5962,1079046.91,-4853355.79,3981835.58
5963,1079046.82,-4853355.81,3981835.58
5964,1079046.77,-4853355.82,3981835.58
5965,1079046.76,-4853355.95,3981835.59
5966,1079046.80,-4853355.95,3981835.59
5967,1079046.80,-4853355.97,3981835.55
5968,1079046.79,-4853356.01,3981835.52
5969,1079046.75,-4853356.05,3981835.63
5970,1079046.69,-4853356.02,3981835.67
5971,1079046.66,-4853356.01,3981835.70
5972,1079046.61,-4853355.99,3981835.73
5973,1079046.58,-4853356.02,3981835.72
5974,1079046.57,-4853356.02,3981835.72
5975,1079046.60,-4853356.10,3981835.77
5976,1079046.60,-4853356.18,3981835.83
5977,1079046.59,-4853356.28,3981835.87
5978,1079046.60,-4853356.32,3981835.82
5979,1079046.63,-4853356.44,3981835.83
5980,1079046.52,-4853356.58,3981835.84
5981,1079046.45,-4853356.59,3981835.86
5982,1079046.41,-4853356.55,3981835.91
5983,1079046.38,-4853356.54,3981835.93
5984,1079046.31,-4853356.55,3981835.95
5985,1079046.29,-4853356.63,3981836.01
5986,1079046.22,-4853356.63,3981836.02
5987,1079046.19,-4853356.70,3981836.12
5988,1079046.12,-4853356.71,3981836.12
5989,1079046.12,-4853356.80,3981836.16
5990,1079046.06,-4853356.81,3981836.16
5991,1079046.09,-4853356.79,3981836.20
5992,1079046.09,-4853356.89,3981836.23
5993,1079046.09,-4853356.88,3981836.24
5994,1079046.12,-4853356.93,3981836.34
5995,1079046.23,-4853356.92,3981836.30
5996,1079046.31,-4853356.95,3981836.26
5997,1079046.38,-4853357.03,3981836.30
5998,1079046.42,-4853357.11,3981836.34
5999,1079046.50,-4853357.04,3981836.25
6000,1079046.48,-4853357.09,3981836.20
6001,1079046.47,-4853356.97,3981836.02
6002,1079046.49,-4853357.02,3981835.97
6003,1079046.50,-4853357.05,3981835.91
6004,1079046.51,-4853356.95,3981835.73
6005,1079046.51,-4853356.90,3981835.62
6006,1079046.59,-4853356.92,3981835.58
6007,1079046.61,-4853356.94,3981835.55
6008,1079046.66,-4853357.06,3981835.54
6009,1079046.63,-4853357.09,3981835.52
6010,1079046.61,-4853357.08,3981835.54
6011,1079046.64,-4853357.13,3981835.47
6012,1079046.63,-4853357.16,3981835.44
6013,1079046.65,-4853357.12,3981835.32
6014,1079046.65,-4853357.05,3981835.24
6015,1079046.66,-4853357.05,3981835.24
6016,1079046.75,-4853357.04,3981835.23
6017,1079046.77,-4853357.00,3981835.27
6018,1079046.84,-4853357.08,3981835.32
6019,1079046.91,-4853357.13,3981835.40
6020,1079047.00,-4853357.09,3981835.41
6021,1079047.08,-4853357.00,3981835.34
6022,1079047.09,-4853356.88,3981835.33
6023,1079047.13,-4853356.77,3981835.30
6024,1079047.17,-4853356.73,3981835.32
6025,1079047.15,-4853356.65,3981835.27
6026,1079047.16,-4853356.67,3981835.24
6027,1079047.16,-4853356.65,3981835.27
6028,1079047.14,-4853356.67,3981835.24
6029,1079047.09,-4853356.57,3981835.23
6030,1079047.05,-4853356.50,3981835.16
6031,1079047.04,-4853356.42,3981835.10
6032,1079047.02,-4853356.34,3981835.05
6033,1079046.96,-4853356.34,3981835.06
6034,1079046.93,-4853356.33,3981835.08
6035,1079046.89,-4853356.33,3981835.09
6036,1079046.85,-4853356.30,3981835.14
6037,1079046.83,-4853356.18,3981835.13
6038,1079046.89,-4853356.14,3981835.16
6039,1079046.87,-4853356.10,3981835.22
6040,1079046.88,-4853356.07,3981835.25
6041,1079046.88,-4853356.04,3981835.29
6042,1079046.88,-4853355.95,3981835.24
6043,1079046.87,-4853356.04,3981835.29
6044,1079046.91,-4853356.10,3981835.37
6045,1079046.95,-4853356.17,3981835.43
6046,1079046.96,-4853356.25,3981835.49
6047,1079046.97,-4853356.30,3981835.59
6048,1079046.98,-4853356.34,3981835.69
6049,1079046.92,-4853356.42,3981835.77
6050,1079046.91,-4853356.47,3981835.88
6051,1079046.88,-4853356.45,3981835.91
6052,1079046.81,-4853356.52,3981836.01
6053,1079046.65,-4853356.52,3981836.04
6054,1079046.61,-4853356.52,3981836.05
6055,1079046.52,-4853356.53,3981836.07
6056,1079046.43,-4853356.48,3981835.99
6057,1079046.34,-4853356.48,3981836.02
6058,1079046.33,-4853356.48,3981836.02
6059,1079046.29,-4853356.55,3981835.95
6060,1079046.24,-4853356.56,3981835.95
6061,1079046.17,-4853356.56,3981835.96
6062,1079046.12,-4853356.59,3981835.95
6063,1079046.13,-4853356.62,3981835.91
6064,1079046.16,-4853356.64,3981835.88
6065,1079046.18,-4853356.73,3981835.91
6066,1079046.20,-4853356.74,3981835.89
6067,1079046.19,-4853356.83,3981835.95
6068,1079046.20,-4853356.92,3981835.99
6069,1079046.23,-4853356.95,3981835.96
6070,1079046.23,-4853357.03,3981836.01
6071,1079046.26,-4853357.23,3981836.09
6072,1079046.32,-4853357.30,3981836.14
6073,1079046.38,-4853357.36,3981836.22
6074,1079046.43,-4853357.38,3981836.17
6075,1079046.49,-4853357.47,3981836.21
6076,1079046.55,-4853357.47,3981836.20
6077,1079046.61,-4853357.46,3981836.20
6078,1079046.64,-4853357.46,3981836.18
6079,1079046.68,-4853357.46,3981836.16
6080,1079046.76,-4853357.55,3981836.20
6081,1079046.82,-4853357.56,3981836.17
6082,1079046.91,-4853357.66,3981836.19
6083,1079046.95,-4853357.75,3981836.06
6084,1079047.01,-4853357.91,3981836.01
6085,1079046.98,-4853357.99,3981835.92
6086,1079047.01,-4853358.06,3981835.84
6087,1079047.05,-4853358.20,3981835.81
6088,1079047.11,-4853358.33,3981835.80
6089,1079047.17,-4853358.41,3981835.84
6090,1079047.19,-4853358.42,3981835.82
6091,1079047.21,-4853358.33,3981835.77
6092,1079047.27,-4853358.38,3981835.85
6093,1079047.28,-4853358.37,3981835.87
6094,1079047.23,-4853358.38,3981835.87
6095,1079047.16,-4853358.42,3981835.84
6096,1079047.15,-4853358.45,3981835.80
6097,1079047.15,-4853358.45,3981835.80
6098,1079047.14,-4853358.53,3981835.87
6099,1079047.13,-4853358.61,3981835.93
6100,1079047.14,-4853358.54,3981835.86
6101,1079047.15,-4853358.52,3981835.88
6102,1079047.11,-4853358.40,3981835.88
6103,1079047.05,-4853358.29,3981835.86
6104,1079047.03,-4853358.17,3981835.85
6105,1079046.99,-4853358.05,3981835.85
6106,1079046.88,-4853357.94,3981835.86
6107,1079046.83,-4853357.92,3981835.89
6108,1079046.75,-4853357.91,3981835.91
6109,1079046.72,-4853357.89,3981835.96
6110,1079046.72,-4853357.89,3981835.96
6111,1079046.68,-4853357.98,3981836.02
6112,1079046.65,-4853357.99,3981836.01
6113,1079046.68,-4853358.05,3981836.10
6114,1079046.69,-4853358.10,3981836.19
6115,1079046.75,-4853358.10,3981836.18
6116,1079046.80,-4853358.16,3981836.26
6117,1079046.83,-4853358.17,3981836.23
6118,1079046.82,-4853358.23,3981836.32
6119,1079046.79,-4853358.13,3981836.28
6120,1079046.78,-4853358.10,3981836.33
6121,1079046.77,-4853358.04,3981836.25
6122,1079046.75,-4853358.12,3981836.31
6123,1079046.73,-4853358.05,3981836.23
6124,1079046.71,-4853358.05,3981836.25
6125,1079046.68,-4853357.91,3981836.26
6126,1079046.63,-4853357.77,3981836.28
6127,1079046.59,-4853357.55,3981836.24
6128,1079046.54,-4853357.44,3981836.23
6129,1079046.52,-4853357.30,3981836.25
6130,1079046.51,-4853357.23,3981836.19
6131,1079046.50,-4853357.24,3981836.17
6132,1079046.48,-4853357.19,3981836.08
6133,1079046.52,-4853357.30,3981836.09
6134,1079046.53,-4853357.31,3981836.07
6135,1079046.54,-4853357.44,3981836.07
6136,1079046.59,-4853357.48,3981836.02
6137,1079046.66,-4853357.50,3981835.98
6138,1079046.73,-4853357.55,3981836.05
6139,1079046.75,-4853357.57,3981836.02
6140,1079046.79,-4853357.63,3981836.10
6141,1079046.84,-4853357.69,3981836.18
6142,1079046.88,-4853357.69,3981836.16
6143,1079046.97,-4853357.69,3981836.13
