Index,X,Y,Z
2360,1079045.51,-4853355.26,3981837.24
2361,1079045.48,-4853355.16,3981837.21
2362,1079045.47,-4853355.14,3981837.23
2363,1079045.47,-4853355.06,3981837.17
2364,1079045.46,-4853355.02,3981837.22
2365,1079045.42,-4853354.93,3981837.18
2366,1079045.38,-4853354.94,3981837.18
2367,1079045.35,-4853355.02,3981837.26
2368,1079045.32,-4853355.01,3981837.27
2369,1079045.32,-4853355.00,3981837.29
2370,1079045.39,-4853355.06,3981837.35
2371,1079045.38,-4853355.00,3981837.27
2372,1079045.39,-4853355.01,3981837.26
2373,1079045.41,-4853354.99,3981837.27
2374,1079045.39,-4853354.98,3981837.29
2375,1079045.41,-4853355.05,3981837.37
2376,1079045.46,-4853355.05,3981837.35
2377,1079045.52,-4853355.07,3981837.30
2378,1079045.57,-4853355.13,3981837.38
2379,1079045.59,-4853355.13,3981837.38
2380,1079045.66,-4853355.24,3981837.38
2381,1079045.68,-4853355.27,3981837.34
2382,1079045.70,-4853355.28,3981837.32
2383,1079045.71,-4853355.36,3981837.38
2384,1079045.69,-4853355.38,3981837.37
2385,1079045.72,-4853355.45,3981837.43
2386,1079045.71,-4853355.43,3981837.46
2387,1079045.69,-4853355.33,3981837.42
2388,1079045.67,-4853355.34,3981837.42
2389,1079045.66,-4853355.36,3981837.40
2390,1079045.66,-4853355.48,3981837.40
2391,1079045.62,-4853355.53,3981837.36
2392,1079045.63,-4853355.59,3981837.29
2393,1079045.66,-4853355.62,3981837.24
2394,1079045.66,-4853355.61,3981837.26
2395,1079045.63,-4853355.61,3981837.26
2396,1079045.58,-4853355.57,3981837.16
2397,1079045.58,-4853355.58,3981837.15
2398,1079045.56,-4853355.55,3981837.20
2399,1079045.55,-4853355.52,3981837.23
2400,1079045.51,-4853355.52,3981837.25
2401,1079045.50,-4853355.49,3981837.28
2402,1079045.52,-4853355.46,3981837.31
2403,1079045.52,-4853355.36,3981837.27
2404,1079045.52,-4853355.37,3981837.26
2405,1079045.53,-4853355.36,3981837.27
2406,1079045.53,-4853355.27,3981837.21
2407,1079045.55,-4853355.28,3981837.20
2408,1079045.59,-4853355.35,3981837.26
2409,1079045.67,-4853355.40,3981837.19
2410,1079045.72,-4853355.32,3981837.11
2411,1079045.73,-4853355.30,3981837.13
2412,1079045.74,-4853355.30,3981837.13
2413,1079045.76,-4853355.30,3981837.13
2414,1079045.73,-4853355.21,3981837.08
2415,1079045.70,-4853355.20,3981837.09
2416,1079045.66,-4853355.23,3981837.06
2417,1079045.68,-4853355.35,3981837.09
2418,1079045.69,-4853355.46,3981837.10
2419,1079045.72,-4853355.55,3981837.15
2420,1079045.74,-4853355.65,3981837.19
2421,1079045.72,-4853355.66,3981837.19
2422,1079045.70,-4853355.75,3981837.23
2423,1079045.63,-4853355.77,3981837.23
2424,1079045.61,-4853355.79,3981837.20
2425,1079045.59,-4853355.81,3981837.19
2426,1079045.58,-4853355.82,3981837.18
2427,1079045.52,-4853355.76,3981837.11
2428,1079045.54,-4853355.79,3981837.07
2429,1079045.55,-4853355.74,3981836.96
2430,1079045.59,-4853355.73,3981836.96
2431,1079045.59,-4853355.78,3981836.91
2432,1079045.66,-4853355.81,3981836.85
2433,1079045.76,-4853355.85,3981836.77
2434,1079045.84,-4853355.80,3981836.66
2435,1079045.95,-4853355.84,3981836.59
2436,1079046.04,-4853355.85,3981836.54
2437,1079046.13,-4853355.89,3981836.47
2438,1079046.21,-4853355.89,3981836.44
2439,1079046.27,-4853355.91,3981836.41
2440,1079046.31,-4853355.95,3981836.34
2441,1079046.38,-4853356.07,3981836.34
2442,1079046.40,-4853356.08,3981836.33
2443,1079046.42,-4853356.17,3981836.37
2444,1079046.42,-4853356.16,3981836.38
2445,1079046.46,-4853356.16,3981836.38
2446,1079046.38,-4853356.11,3981836.45
2447,1079046.29,-4853356.09,3981836.49
2448,1079046.17,-4853356.03,3981836.45
2449,1079046.08,-4853356.02,3981836.49
2450,1079046.03,-4853355.99,3981836.53
2451,1079045.92,-4853355.92,3981836.48
2452,1079045.90,-4853355.94,3981836.47
2453,1079045.91,-4853355.98,3981836.42
2454,1079045.90,-4853356.00,3981836.40
2455,1079045.89,-4853356.05,3981836.34
2456,1079045.88,-4853356.16,3981836.38
2457,1079045.86,-4853356.17,3981836.36
2458,1079045.81,-4853356.17,3981836.38
2459,1079045.82,-4853356.25,3981836.44
2460,1079045.82,-4853356.33,3981836.50
2461,1079045.84,-4853356.38,3981836.59
2462,1079045.90,-4853356.41,3981836.70
2463,1079045.98,-4853356.47,3981836.76
2464,1079046.08,-4853356.55,3981836.80
2465,1079046.14,-4853356.64,3981836.83
2466,1079046.20,-4853356.72,3981836.88
2467,1079046.16,-4853356.75,3981836.84
2468,1079046.13,-4853356.82,3981836.77
2469,1079046.12,-4853356.91,3981836.82
2470,1079046.09,-4853356.85,3981836.74
2471,1079046.07,-4853356.92,3981836.82
2472,1079046.01,-4853356.91,3981836.87
2473,1079045.92,-4853356.92,3981836.87
2474,1079045.88,-4853357.04,3981836.90
2475,1079045.85,-4853357.06,3981836.88
2476,1079045.88,-4853357.12,3981836.80
2477,1079045.88,-4853357.18,3981836.73
2478,1079045.90,-4853357.29,3981836.75
2479,1079045.95,-4853357.29,3981836.73
2480,1079045.98,-4853357.30,3981836.72
2481,1079046.04,-4853357.25,3981836.76
2482,1079046.06,-4853357.20,3981836.82
2483,1079046.07,-4853357.17,3981836.85
2484,1079046.05,-4853357.24,3981836.92
2485,1079046.08,-4853357.21,3981836.95
2486,1079046.11,-4853357.16,3981837.01
2487,1079046.16,-4853357.20,3981837.10
2488,1079046.21,-4853357.20,3981837.09
2489,1079046.25,-4853357.31,3981837.11
2490,1079046.25,-4853357.32,3981837.09
2491,1079046.26,-4853357.41,3981837.14
2492,1079046.28,-4853357.34,3981837.06
2493,1079046.30,-4853357.34,3981837.05
2494,1079046.27,-4853357.43,3981837.11
2495,1079046.27,-4853357.34,3981837.06
2496,1079046.34,-4853357.39,3981837.14
2497,1079046.42,-4853357.38,3981837.14
2498,1079046.48,-4853357.26,3981837.11
2499,1079046.57,-4853357.23,3981837.13
2500,1079046.66,-4853357.14,3981837.05
2501,1079046.71,-4853357.14,3981837.03
2502,1079046.80,-4853357.21,3981837.08
2503,1079046.87,-4853357.22,3981837.05
2504,1079046.92,-4853357.22,3981837.04
2505,1079046.95,-4853357.28,3981837.11
2506,1079046.91,-4853357.25,3981837.16
2507,1079046.87,-4853357.24,3981837.19
2508,1079046.84,-4853357.23,3981837.20
2509,1079046.83,-4853357.13,3981837.16
2510,1079046.81,-4853357.07,3981837.09
2511,1079046.77,-4853357.08,3981837.09
2512,1079046.78,-4853357.11,3981837.05
2513,1079046.77,-4853357.09,3981836.91
2514,1079046.74,-4853357.13,3981836.87
2515,1079046.77,-4853357.16,3981836.82
2516,1079046.80,-4853357.12,3981836.72
2517,1079046.82,-4853357.15,3981836.67
2518,1079046.80,-4853357.15,3981836.67
2519,1079046.79,-4853357.07,3981836.61
2520,1079046.80,-4853357.05,3981836.64
2521,1079046.77,-4853356.98,3981836.73
2522,1079046.66,-4853356.92,3981836.83
2523,1079046.56,-4853356.85,3981836.95
2524,1079046.51,-4853356.73,3981836.94
2525,1079046.48,-4853356.70,3981836.99
2526,1079046.50,-4853356.65,3981837.04
2527,1079046.52,-4853356.70,3981837.13
2528,1079046.50,-4853356.59,3981837.11
2529,1079046.48,-4853356.57,3981837.14
2530,1079046.46,-4853356.53,3981837.20
2531,1079046.43,-4853356.52,3981837.23
2532,1079046.45,-4853356.56,3981837.32
2533,1079046.48,-4853356.62,3981837.41
2534,1079046.46,-4853356.67,3981837.50
2535,1079046.45,-4853356.73,3981837.59
2536,1079046.41,-4853356.73,3981837.61
2537,1079046.38,-4853356.84,3981837.64
2538,1079046.31,-4853356.95,3981837.69
2539,1079046.26,-4853356.97,3981837.67
2540,1079046.20,-4853356.97,3981837.69
2541,1079046.16,-4853357.05,3981837.77
2542,1079046.06,-4853356.95,3981837.76
2543,1079046.02,-4853356.91,3981837.80
2544,1079045.98,-4853356.89,3981837.85
2545,1079045.89,-4853356.91,3981837.85
2546,1079045.85,-4853356.92,3981837.85
2547,1079045.84,-4853356.92,3981837.85
2548,1079045.84,-4853356.93,3981837.84
2549,1079045.87,-4853357.02,3981837.88
2550,1079045.90,-4853357.02,3981837.87
2551,1079045.95,-4853357.02,3981837.87
2552,1079046.00,-4853357.00,3981837.87
2553,1079046.02,-4853357.02,3981837.84
2554,1079045.98,-4853356.92,3981837.80
2555,1079045.96,-4853356.89,3981837.85
2556,1079045.95,-4853356.82,3981837.78
2557,1079045.93,-4853356.74,3981837.72
2558,1079045.95,-4853356.67,3981837.65
2559,1079045.91,-4853356.61,3981837.57
2560,1079045.91,-4853356.55,3981837.48
2561,1079045.88,-4853356.47,3981837.43
2562,1079045.86,-4853356.38,3981837.38
2563,1079045.84,-4853356.35,3981837.42
2564,1079045.80,-4853356.27,3981837.38
2565,1079045.81,-4853356.27,3981837.36
2566,1079045.74,-4853356.23,3981837.28
2567,1079045.70,-4853356.23,3981837.30
2568,1079045.66,-4853356.20,3981837.33
2569,1079045.59,-4853356.11,3981837.30
2570,1079045.58,-4853356.09,3981837.34
2571,1079045.50,-4853356.08,3981837.37
2572,1079045.44,-4853356.08,3981837.38
2573,1079045.39,-4853356.05,3981837.42
2574,1079045.35,-4853356.06,3981837.42
2575,1079045.32,-4853356.06,3981837.44
2576,1079045.28,-4853356.05,3981837.47
2577,1079045.25,-4853356.02,3981837.51
2578,1079045.23,-4853355.98,3981837.55
2579,1079045.23,-4853355.98,3981837.55
2580,1079045.30,-4853356.04,3981837.63
2581,1079045.35,-4853356.09,3981837.70
2582,1079045.45,-4853356.12,3981837.81
2583,1079045.48,-4853356.09,3981837.84
2584,1079045.51,-4853355.98,3981837.79
2585,1079045.54,-4853355.99,3981837.78
2586,1079045.57,-4853356.00,3981837.77
2587,1079045.58,-4853356.02,3981837.73
2588,1079045.63,-4853356.05,3981837.69
2589,1079045.70,-4853356.06,3981837.65
2590,1079045.79,-4853356.18,3981837.64
2591,1079045.88,-4853356.21,3981837.58
2592,1079046.00,-4853356.32,3981837.57
2593,1079046.11,-4853356.36,3981837.50
2594,1079046.23,-4853356.45,3981837.52
2595,1079046.32,-4853356.56,3981837.51
2596,1079046.39,-4853356.69,3981837.50
2597,1079046.43,-4853356.80,3981837.52
2598,1079046.41,-4853356.81,3981837.51
2599,1079046.44,-4853356.83,3981837.48
2600,1079046.41,-4853356.83,3981837.49
2601,1079046.42,-4853356.91,3981837.54
2602,1079046.39,-4853356.83,3981837.49
2603,1079046.37,-4853356.91,3981837.55
2604,1079046.31,-4853356.94,3981837.54
2605,1079046.30,-4853356.95,3981837.52
2606,1079046.28,-4853357.07,3981837.55
2607,1079046.19,-4853357.12,3981837.52
2608,1079046.15,-4853357.14,3981837.50
2609,1079046.05,-4853357.16,3981837.50
2610,1079045.98,-4853357.20,3981837.48
2611,1079045.91,-4853357.21,3981837.48
2612,1079045.81,-4853357.16,3981837.41
2613,1079045.75,-4853357.05,3981837.39
2614,1079045.73,-4853357.05,3981837.41
2615,1079045.76,-4853356.96,3981837.34
2616,1079045.78,-4853356.95,3981837.36
2617,1079045.76,-4853356.86,3981837.30
2618,1079045.73,-4853356.85,3981837.32
2619,1079045.74,-4853356.85,3981837.32
2620,1079045.74,-4853356.85,3981837.32
2621,1079045.72,-4853356.79,3981837.24
2622,1079045.65,-4853356.70,3981837.21
2623,1079045.62,-4853356.60,3981837.18
2624,1079045.57,-4853356.53,3981837.12
2625,1079045.53,-4853356.42,3981837.09
2626,1079045.49,-4853356.24,3981837.02
2627,1079045.51,-4853356.13,3981836.98
2628,1079045.52,-4853355.94,3981836.90
2629,1079045.52,-4853355.85,3981836.84
2630,1079045.52,-4853355.73,3981836.83
2631,1079045.53,-4853355.63,3981836.78
2632,1079045.54,-4853355.59,3981836.82
2633,1079045.45,-4853355.50,3981836.80
2634,1079045.42,-4853355.45,3981836.88
2635,1079045.37,-4853355.40,3981836.95
2636,1079045.30,-4853355.35,3981837.02
2637,1079045.26,-4853355.38,3981837.16
2638,1079045.19,-4853355.33,3981837.24
2639,1079045.16,-4853355.34,3981837.41
2640,1079045.10,-4853355.27,3981837.49
2641,1079045.05,-4853355.19,3981837.61
2642,1079044.98,-4853355.13,3981837.71
2643,1079044.93,-4853355.19,3981837.80
2644,1079044.91,-4853355.27,3981837.86
2645,1079044.90,-4853355.39,3981837.88
2646,1079044.91,-4853355.41,3981837.85
2647,1079044.88,-4853355.42,3981837.85
2648,1079044.88,-4853355.45,3981837.82
2649,1079044.95,-4853355.53,3981837.86
2650,1079044.96,-4853355.59,3981837.79
2651,1079045.05,-4853355.63,3981837.71
2652,1079045.11,-4853355.74,3981837.72
2653,1079045.18,-4853355.77,3981837.66
2654,1079045.23,-4853355.81,3981837.60
2655,1079045.34,-4853355.91,3981837.61
2656,1079045.41,-4853355.92,3981837.58
2657,1079045.44,-4853356.06,3981837.55
2658,1079045.49,-4853356.11,3981837.48
2659,1079045.60,-4853356.20,3981837.52
2660,1079045.66,-4853356.21,3981837.48
2661,1079045.73,-4853356.31,3981837.49
2662,1079045.80,-4853356.45,3981837.47
2663,1079045.91,-4853356.55,3981837.48
2664,1079046.00,-4853356.67,3981837.47
2665,1079046.08,-4853356.88,3981837.52
2666,1079046.10,-4853356.98,3981837.54
2667,1079046.09,-4853357.07,3981837.60
2668,1079046.10,-4853357.11,3981837.71
2669,1079046.06,-4853357.09,3981837.73
2670,1079046.05,-4853357.07,3981837.77
2671,1079046.03,-4853357.08,3981837.77
2672,1079046.02,-4853357.01,3981837.69
2673,1079045.98,-4853356.94,3981837.63
2674,1079045.96,-4853356.95,3981837.63
2675,1079045.96,-4853356.95,3981837.61
2676,1079045.95,-4853356.99,3981837.57
2677,1079045.97,-4853357.00,3981837.55
2678,1079046.02,-4853356.96,3981837.44
2679,1079045.99,-4853356.98,3981837.42
2680,1079045.95,-4853356.98,3981837.42
2681,1079045.89,-4853356.83,3981837.30
2682,1079045.87,-4853356.74,3981837.26
2683,1079045.84,-4853356.55,3981837.18
2684,1079045.81,-4853356.35,3981837.11
2685,1079045.84,-4853356.20,3981837.12
2686,1079045.87,-4853355.99,3981837.05
2687,1079045.90,-4853355.86,3981837.05
2688,1079045.91,-4853355.82,3981837.09
2689,1079045.97,-4853355.66,3981837.11
2690,1079046.00,-4853355.55,3981837.08
2691,1079046.02,-4853355.54,3981837.08
2692,1079046.01,-4853355.44,3981837.05
2693,1079045.96,-4853355.37,3981836.98
2694,1079045.93,-4853355.40,3981836.95
2695,1079045.91,-4853355.45,3981836.91
2696,1079045.95,-4853355.47,3981836.87
2697,1079045.96,-4853355.48,3981836.85
2698,1079045.98,-4853355.51,3981836.81
2699,1079046.02,-4853355.52,3981836.78
2700,1079046.11,-4853355.62,3981836.80
2701,1079046.19,-4853355.70,3981836.85
2702,1079046.24,-4853355.62,3981836.77
2703,1079046.27,-4853355.57,3981836.81
2704,1079046.31,-4853355.54,3981836.84
2705,1079046.26,-4853355.42,3981836.84
2706,1079046.20,-4853355.42,3981836.85
2707,1079046.09,-4853355.44,3981836.87
2708,1079046.02,-4853355.45,3981836.87
2709,1079045.97,-4853355.45,3981836.88
2710,1079045.95,-4853355.52,3981836.81
2711,1079045.96,-4853355.49,3981836.67
2712,1079045.95,-4853355.53,3981836.63
2713,1079045.96,-4853355.54,3981836.62
2714,1079045.95,-4853355.45,3981836.57
2715,1079045.98,-4853355.41,3981836.61
2716,1079045.98,-4853355.30,3981836.59
2717,1079045.94,-4853355.18,3981836.59
2718,1079045.92,-4853355.03,3981836.61
2719,1079045.87,-4853354.99,3981836.67
2720,1079045.84,-4853354.88,3981836.65
2721,1079045.87,-4853354.87,3981836.66
2722,1079045.90,-4853354.81,3981836.72
2723,1079045.93,-4853354.69,3981836.70
2724,1079045.92,-4853354.59,3981836.66
2725,1079045.96,-4853354.55,3981836.71
2726,1079045.98,-4853354.49,3981836.77
2727,1079045.98,-4853354.45,3981836.81
2728,1079045.98,-4853354.40,3981836.88
2729,1079045.97,-4853354.45,3981836.99
2730,1079045.95,-4853354.49,3981837.09
2731,1079045.90,-4853354.55,3981837.20
2732,1079045.84,-4853354.52,3981837.24
2733,1079045.81,-4853354.61,3981837.30
2734,1079045.77,-4853354.67,3981837.40
2735,1079045.78,-4853354.75,3981837.46
2736,1079045.85,-4853354.73,3981837.48
2737,1079045.94,-4853354.70,3981837.48
2738,1079046.00,-4853354.66,3981837.51
2739,1079046.05,-4853354.66,3981837.51
2740,1079046.13,-4853354.59,3981837.41
2741,1079046.18,-4853354.61,3981837.37
2742,1079046.22,-4853354.63,3981837.33
2743,1079046.22,-4853354.59,3981837.22
2744,1079046.23,-4853354.52,3981837.14
2745,1079046.28,-4853354.52,3981837.13
2746,1079046.32,-4853354.58,3981837.20
2747,1079046.37,-4853354.52,3981837.27
2748,1079046.41,-4853354.46,3981837.32
2749,1079046.49,-4853354.47,3981837.45
2750,1079046.52,-4853354.47,3981837.61
2751,1079046.52,-4853354.46,3981837.62
2752,1079046.52,-4853354.52,3981837.70
2753,1079046.48,-4853354.66,3981837.70
2754,1079046.43,-4853354.79,3981837.72
2755,1079046.37,-4853354.80,3981837.72
2756,1079046.32,-4853354.83,3981837.71
2757,1079046.25,-4853354.86,3981837.68
2758,1079046.19,-4853354.99,3981837.70
2759,1079046.16,-4853355.10,3981837.73
2760,1079046.15,-4853355.14,3981837.69
2761,1079046.16,-4853355.34,3981837.76
2762,1079046.14,-4853355.38,3981837.73
2763,1079046.09,-4853355.55,3981837.85
2764,1079046.02,-4853355.59,3981837.83
2765,1079045.93,-4853355.68,3981837.89
2766,1079045.87,-4853355.59,3981837.85
2767,1079045.83,-4853355.56,3981837.90
2768,1079045.80,-4853355.63,3981837.99
2769,1079045.80,-4853355.61,3981838.02
2770,1079045.77,-4853355.67,3981838.11
2771,1079045.76,-4853355.63,3981838.15
2772,1079045.74,-4853355.57,3981838.24
2773,1079045.77,-4853355.50,3981838.31
2774,1079045.77,-4853355.45,3981838.37
2775,1079045.79,-4853355.44,3981838.38
2776,1079045.79,-4853355.45,3981838.37
2777,1079045.77,-4853355.47,3981838.35
2778,1079045.73,-4853355.42,3981838.27
2779,1079045.74,-4853355.52,3981838.30
2780,1079045.74,-4853355.55,3981838.25
2781,1079045.73,-4853355.58,3981838.23
2782,1079045.73,-4853355.64,3981838.31
2783,1079045.68,-4853355.55,3981838.27
2784,1079045.66,-4853355.54,3981838.30
2785,1079045.65,-4853355.49,3981838.35
2786,1079045.62,-4853355.46,3981838.40
2787,1079045.59,-4853355.45,3981838.43
2788,1079045.55,-4853355.56,3981838.46
2789,1079045.47,-4853355.55,3981838.34
2790,1079045.42,-4853355.60,3981838.28
2791,1079045.47,-4853355.67,3981838.18
2792,1079045.48,-4853355.71,3981837.98
2793,1079045.54,-4853355.78,3981837.88
2794,1079045.54,-4853355.87,3981837.77
2795,1079045.56,-4853355.90,3981837.73
2796,1079045.58,-4853355.90,3981837.56
2797,1079045.59,-4853355.94,3981837.51
2798,1079045.59,-4853355.98,3981837.47
2799,1079045.59,-4853355.98,3981837.45
2800,1079045.65,-4853356.02,3981837.39
2801,1079045.66,-4853356.03,3981837.38
2802,1079045.70,-4853356.05,3981837.34
2803,1079045.73,-4853356.11,3981837.27
2804,1079045.75,-4853356.14,3981837.22
2805,1079045.79,-4853356.17,3981837.18
2806,1079045.78,-4853356.27,3981837.21
2807,1079045.77,-4853356.25,3981837.24
2808,1079045.80,-4853356.21,3981837.28
2809,1079045.80,-4853356.17,3981837.33
2810,1079045.79,-4853356.04,3981837.34
2811,1079045.82,-4853355.98,3981837.39
2812,1079045.84,-4853355.95,3981837.44
2813,1079045.84,-4853355.84,3981837.40
2814,1079045.85,-4853355.86,3981837.38
2815,1079045.85,-4853355.86,3981837.38
2816,1079045.84,-4853355.88,3981837.36
2817,1079045.82,-4853355.91,3981837.33
2818,1079045.77,-4853355.91,3981837.34
2819,1079045.76,-4853355.91,3981837.34
2820,1079045.74,-4853355.92,3981837.33
2821,1079045.77,-4853356.02,3981837.37
2822,1079045.77,-4853356.03,3981837.35
2823,1079045.83,-4853356.02,3981837.35
2824,1079045.88,-4853356.02,3981837.34
2825,1079045.92,-4853356.11,3981837.37
2826,1079045.94,-4853356.13,3981837.34
2827,1079045.94,-4853356.23,3981837.38
2828,1079045.95,-4853356.23,3981837.38
2829,1079045.96,-4853356.30,3981837.45
2830,1079045.95,-4853356.29,3981837.47
2831,1079045.98,-4853356.30,3981837.60
2832,1079046.01,-4853356.18,3981837.58
2833,1079046.02,-4853356.14,3981837.63
2834,1079046.06,-4853356.20,3981837.70
2835,1079046.09,-4853356.22,3981837.67
2836,1079046.13,-4853356.25,3981837.63
2837,1079046.12,-4853356.20,3981837.52
2838,1079046.14,-4853356.25,3981837.47
2839,1079046.13,-4853356.27,3981837.44
2840,1079046.13,-4853356.22,3981837.34
2841,1079046.09,-4853356.24,3981837.33
2842,1079046.05,-4853356.26,3981837.32
2843,1079046.03,-4853356.27,3981837.30
2844,1079046.03,-4853356.27,3981837.30
2845,1079046.04,-4853356.38,3981837.34
2846,1079045.99,-4853356.41,3981837.30
2847,1079045.99,-4853356.49,3981837.37
2848,1079046.02,-4853356.48,3981837.37
2849,1079045.99,-4853356.48,3981837.38
2850,1079045.96,-4853356.50,3981837.37
2851,1079045.95,-4853356.52,3981837.36
2852,1079045.95,-4853356.52,3981837.36
2853,1079045.98,-4853356.61,3981837.39
2854,1079046.02,-4853356.71,3981837.41
2855,1079046.04,-4853356.76,3981837.35
2856,1079046.09,-4853356.77,3981837.32
2857,1079046.16,-4853356.81,3981837.25
2858,1079046.25,-4853356.92,3981837.26
2859,1079046.30,-4853356.92,3981837.24
2860,1079046.35,-4853356.92,3981837.23
2861,1079046.35,-4853356.90,3981837.26
2862,1079046.30,-4853356.90,3981837.27
2863,1079046.26,-4853356.90,3981837.28
2864,1079046.22,-4853356.91,3981837.27
2865,1079046.20,-4853356.94,3981837.26
2866,1079046.21,-4853357.02,3981837.30
2867,1079046.30,-4853357.02,3981837.29
2868,1079046.38,-4853357.01,3981837.27
2869,1079046.53,-4853357.12,3981837.27
2870,1079046.63,-4853357.10,3981837.25
2871,1079046.73,-4853357.10,3981837.23
2872,1079046.83,-4853357.12,3981837.18
2873,1079046.84,-4853357.11,3981837.03
2874,1079046.84,-4853357.15,3981836.98
2875,1079046.84,-4853357.11,3981836.87
2876,1079046.88,-4853357.20,3981836.91
2877,1079046.86,-4853357.21,3981836.90
2878,1079046.80,-4853357.21,3981836.91
2879,1079046.80,-4853357.20,3981836.93
2880,1079046.85,-4853357.24,3981837.02
2881,1079046.86,-4853357.21,3981837.06
2882,1079046.86,-4853357.21,3981837.06
2883,1079046.84,-4853357.19,3981837.09
2884,1079046.84,-4853357.21,3981837.06
2885,1079046.80,-4853357.26,3981837.02
2886,1079046.77,-4853357.27,3981837.01
2887,1079046.77,-4853357.34,3981837.09
2888,1079046.74,-4853357.33,3981837.11
2889,1079046.70,-4853357.26,3981837.05
2890,1079046.72,-4853357.28,3981837.17
2891,1079046.68,-4853357.34,3981837.27
2892,1079046.63,-4853357.29,3981837.35
2893,1079046.60,-4853357.29,3981837.52
2894,1079046.56,-4853357.20,3981837.63
2895,1079046.55,-4853357.20,3981837.80
2896,1079046.52,-4853357.16,3981837.85
2897,1079046.48,-4853357.11,3981837.92
2898,1079046.44,-4853357.09,3981837.96
2899,1079046.38,-4853357.16,3981838.05
2900,1079046.30,-4853357.16,3981838.07
2901,1079046.27,-4853357.09,3981838.16
2902,1079046.27,-4853357.07,3981838.19
2903,1079046.27,-4853357.07,3981838.19
2904,1079046.31,-4853357.08,3981838.17
2905,1079046.32,-4853357.09,3981838.14
2906,1079046.34,-4853357.13,3981838.10
2907,1079046.38,-4853357.16,3981838.05
2908,1079046.38,-4853357.11,3981837.95
2909,1079046.42,-4853357.15,3981837.89
2910,1079046.44,-4853357.17,3981837.86
2911,1079046.46,-4853357.12,3981837.76
2912,1079046.49,-4853357.15,3981837.71
2913,1079046.52,-4853357.14,3981837.71
2914,1079046.55,-4853357.08,3981837.63
2915,1079046.62,-4853357.10,3981837.58
2916,1079046.70,-4853357.14,3981837.51
2917,1079046.77,-4853357.19,3981837.44
2918,1079046.88,-4853357.33,3981837.40
2919,1079046.94,-4853357.36,3981837.34
2920,1079046.99,-4853357.34,3981837.19
2921,1079047.09,-4853357.38,3981837.12
2922,1079047.13,-4853357.41,3981837.08
2923,1079047.16,-4853357.43,3981837.03
2924,1079047.17,-4853357.53,3981837.06
2925,1079047.09,-4853357.59,3981837.01
2926,1079047.09,-4853357.78,3981837.10
2927,1079047.06,-4853357.77,3981837.13
2928,1079047.02,-4853357.84,3981837.21
2929,1079046.92,-4853357.88,3981837.20
2930,1079046.85,-4853357.88,3981837.21
2931,1079046.77,-4853357.88,3981837.24
2932,1079046.74,-4853357.88,3981837.24
2933,1079046.71,-4853357.85,3981837.28
2934,1079046.70,-4853357.84,3981837.30
2935,1079046.67,-4853357.82,3981837.33
2936,1079046.64,-4853357.80,3981837.37
2937,1079046.55,-4853357.69,3981837.37
2938,1079046.53,-4853357.66,3981837.39
2939,1079046.53,-4853357.66,3981837.39
2940,1079046.53,-4853357.59,3981837.33
2941,1079046.55,-4853357.59,3981837.33
2942,1079046.59,-4853357.58,3981837.33
2943,1079046.63,-4853357.55,3981837.34
2944,1079046.66,-4853357.52,3981837.38
2945,1079046.67,-4853357.50,3981837.40
2946,1079046.62,-4853357.43,3981837.34
2947,1079046.60,-4853357.45,3981837.33
2948,1079046.59,-4853357.41,3981837.22
2949,1079046.61,-4853357.46,3981837.15
2950,1079046.62,-4853357.49,3981837.10
2951,1079046.66,-4853357.48,3981837.12
2952,1079046.65,-4853357.45,3981837.15
2953,1079046.60,-4853357.44,3981837.18
2954,1079046.55,-4853357.41,3981837.22
2955,1079046.52,-4853357.40,3981837.25
2956,1079046.42,-4853357.29,3981837.24
2957,1079046.33,-4853357.20,3981837.23
2958,1079046.25,-4853357.19,3981837.25
2959,1079046.17,-4853357.18,3981837.28
2960,1079046.09,-4853357.20,3981837.28
2961,1079046.02,-4853357.23,3981837.27
2962,1079045.98,-4853357.26,3981837.23
2963,1079045.95,-4853357.27,3981837.23
2964,1079045.91,-4853357.33,3981837.18
2965,1079045.91,-4853357.38,3981837.11
2966,1079045.90,-4853357.42,3981837.06
2967,1079045.91,-4853357.41,3981837.08
2968,1079045.92,-4853357.46,3981837.17
2969,1079045.90,-4853357.34,3981837.16
2970,1079045.90,-4853357.29,3981837.23
2971,1079045.91,-4853357.16,3981837.22
2972,1079045.90,-4853357.14,3981837.25
2973,1079045.85,-4853357.07,3981837.19
2974,1079045.88,-4853357.10,3981837.14
2975,1079045.90,-4853357.13,3981837.10
2976,1079045.96,-4853357.23,3981837.12
2977,1079046.02,-4853357.26,3981837.07
2978,1079046.08,-4853357.28,3981837.03
2979,1079046.18,-4853357.34,3981837.09
2980,1079046.20,-4853357.30,3981837.14
2981,1079046.19,-4853357.32,3981837.27
2982,1079046.16,-4853357.27,3981837.34
2983,1079046.15,-4853357.13,3981837.35
2984,1079046.13,-4853357.01,3981837.35
2985,1079046.15,-4853356.93,3981837.44
2986,1079046.14,-4853356.83,3981837.40
2987,1079046.11,-4853356.81,3981837.43
2988,1079046.07,-4853356.80,3981837.46
2989,1079046.07,-4853356.90,3981837.49
2990,1079045.99,-4853356.84,3981837.43
2991,1079046.00,-4853356.86,3981837.40
2992,1079045.94,-4853356.80,3981837.34
2993,1079045.92,-4853356.80,3981837.34
2994,1079045.92,-4853356.72,3981837.27
